SiteCode,StartDate,EndDate,Tonnage (Mt),Grade,GradeUnit,CommodityName,ContainedMetal,ContainedMetalUnit,CutOffGrade,TargetCommodityGroup,quantity(tonne),ppm
S0224787,30/06/2016,,22.1,55.4,percent,Iron,12.2434,million tonnes,50.0,IRON ORE,12243400.0,554000.0
S0224787,30/06/2016,,2.0,57.3,percent,Iron,1.146,million tonnes,50.0,IRON ORE,1146000.0,573000.0
S0224788,30/06/2016,,2.0,56.1,percent,Iron,1.122,million tonnes,54.0,IRON ORE,1122000.0,561000.0
S0224788,30/06/2016,,6.7,55.6,percent,Iron,3.7252,million tonnes,54.0,IRON ORE,3725200.0,556000.0
S0224788,30/06/2016,,16.0,54.0,percent,Iron,8.64,million tonnes,54.0,IRON ORE,8640000.0,540000.0
S0224788,30/06/2016,,1.4,56.1,percent,Iron,0.7854,million tonnes,54.0,IRON ORE,785400.0,561000.0
S0224788,30/06/2016,,2.6,53.5,percent,Iron,1.391,million tonnes,54.0,IRON ORE,1391000.0,535000.0
S0224788,30/06/2016,,0.7,57.4,percent,Iron,0.4018,million tonnes,54.0,IRON ORE,401800.0,574000.0
S0224789,19/03/2019,13/08/2019,6.6,2.51,percent,Alumina,0.16566,million tonnes,,IRON ORE,165660.0,25100.0
S0224789,19/03/2019,13/08/2019,6.6,64.5,percent,Iron,4.257,million tonnes,58.0,IRON ORE,4257000.0,645000.0
S0224789,19/03/2019,13/08/2019,6.6,0.09,percent,Titanium dioxide,0.00594,million tonnes,,IRON ORE,5940.0,900.0
S0224789,19/03/2019,13/08/2019,6.6,0.042,percent,Phosphorus,2.772,kilotonne,,IRON ORE,2772.0,420.0
S0224789,19/03/2019,13/08/2019,6.6,3.14,percent,Silica,207.24,kilotonne,,IRON ORE,207240.0,31400.0
S0224789,19/03/2019,13/08/2019,6.6,1.74,percent,Loss on ignition,0.11484,million tonnes,,IRON ORE,114840.0,17400.0
S0224789,19/03/2019,13/08/2019,2.6,63.2,percent,Iron,1.6432,million tonnes,58.0,IRON ORE,1643200.0,632000.0
S0224789,19/03/2019,13/08/2019,2.6,3.93,percent,Silica,102.18,kilotonne,,IRON ORE,102180.0,39300.0
S0224789,19/03/2019,13/08/2019,2.6,0.12,percent,Titanium dioxide,0.00312,million tonnes,,IRON ORE,3120.0,1200.0
S0224789,19/03/2019,13/08/2019,2.6,0.054,percent,Phosphorus,1.404,kilotonne,,IRON ORE,1404.0,540.0
S0224789,19/03/2019,13/08/2019,2.6,2.13,percent,Loss on ignition,0.05538,million tonnes,,IRON ORE,55380.0,21300.0
S0224789,19/03/2019,13/08/2019,2.6,3.04,percent,Alumina,0.07904,million tonnes,,IRON ORE,79040.0,30400.0
S0224790,30/06/2015,,9.0,55.7,percent,Iron,5.013,million tonnes,53.0,IRON ORE,5013000.0,557000.0
S0224813,30/06/2019,,6.6,11.6,percent,Silica,765.6,kilotonne,0.0,IRON ORE,765600.0,116000.0
S0224813,30/06/2019,,6.6,6.5,percent,Loss on ignition,0.429,million tonnes,0.0,IRON ORE,429000.0,65000.0
S0224813,30/06/2019,,6.6,2.3,percent,Alumina,0.1518,million tonnes,0.0,IRON ORE,151800.0,23000.0
S0224813,30/06/2019,,6.6,53.8,percent,Iron,3.5508,million tonnes,50.0,IRON ORE,3550800.0,538000.0
S0224813,30/06/2019,,6.6,0.14,percent,Phosphorus,9.24,kilotonne,0.0,IRON ORE,9240.0,1400.0
S0224815,31/03/2010,,0.50538,37.2,percent,Chromium oxide,188001.36,tonnes,30.0,CHROMITE - PLATINOIDS,188001.36,371999.99999999994
S0224815,31/03/2010,,0.794765,36.8,percent,Chromium oxide,292473.52,tonnes,30.0,CHROMITE - PLATINOIDS,292473.52,368000.0
S0224821,31/01/2013,,6.96,56.0,percent,Iron,3.8976,million tonnes,50.0,IRON ORE,3897600.0,560000.0
S0224821,31/01/2013,,6.96,2.0,percent,Alumina,0.1392,million tonnes,,IRON ORE,139200.0,20000.0
S0224821,31/01/2013,,6.96,0.06,percent,Sulfur,4.176,kilotonne,,IRON ORE,4176.0,600.0
S0224821,31/01/2013,,6.96,8.7,percent,Loss on ignition,0.60552,million tonnes,,IRON ORE,605520.0,87000.0
S0224821,31/01/2013,,6.96,8.9,percent,Silica,619.44,kilotonne,,IRON ORE,619440.0,89000.0
S0224821,31/01/2013,,6.96,0.08,percent,Phosphorus,5.568,kilotonne,,IRON ORE,5568.0,800.0
S0224821,31/01/2013,,15.64,2.1,percent,Alumina,0.32844,million tonnes,,IRON ORE,328440.0,21000.0
S0224821,31/01/2013,,15.64,54.0,percent,Iron,8.4456,million tonnes,50.0,IRON ORE,8445600.0,540000.0
S0224821,31/01/2013,,15.64,0.07,percent,Sulfur,10.948,kilotonne,,IRON ORE,10948.0,700.0
S0224821,31/01/2013,,15.64,7.6,percent,Loss on ignition,1.18864,million tonnes,,IRON ORE,1188640.0,76000.0
S0224821,31/01/2013,,15.64,0.1,percent,Phosphorus,15.64,kilotonne,,IRON ORE,15640.0,1000.0
S0224821,31/01/2013,,15.64,12.0,percent,Silica,1876.8,kilotonne,,IRON ORE,1876800.0,120000.0
S0224821,31/01/2013,,5.86,13.0,percent,Silica,761.8,kilotonne,,IRON ORE,761800.0,130000.0
S0224821,31/01/2013,,5.86,0.08,percent,Phosphorus,4.688,kilotonne,,IRON ORE,4688.0,800.0
S0224821,31/01/2013,,5.86,53.0,percent,Iron,3.1058,million tonnes,50.0,IRON ORE,3105800.0,530000.0
S0224821,31/01/2013,,5.86,2.7,percent,Alumina,0.15822,million tonnes,,IRON ORE,158220.0,27000.0
S0224821,31/01/2013,,5.86,0.08,percent,Sulfur,4.688,kilotonne,,IRON ORE,4688.0,800.0
S0224821,31/01/2013,,5.86,7.3,percent,Loss on ignition,0.42778,million tonnes,,IRON ORE,427780.0,73000.0
S0224822,25/08/2011,,0.377,9.0,percent,Leucoxene,33.93,kilotonne,,HEAVY MINERAL SANDS,33930.0,90000.0
S0224822,25/08/2011,,0.377,5.1,percent,Rutile,19.227,kilotonne,,HEAVY MINERAL SANDS,19227.0,51000.0
S0224822,25/08/2011,,0.377,100.0,percent,Heavy minerals,377.0,kilotonne,2.5,HEAVY MINERAL SANDS,377000.0,1000000.0
S0224822,25/08/2011,,0.377,8.2,percent,Zircon,30.914,kilotonne,,HEAVY MINERAL SANDS,30914.0,82000.0
S0224822,25/08/2011,,0.377,70.1,percent,Ilmenite,264.277,kilotonne,,HEAVY MINERAL SANDS,264277.0,701000.0
S0224822,25/08/2011,,0.377,6.7,percent,Slimes,0.025259,million tonnes,,HEAVY MINERAL SANDS,25259.0,67000.0
S0224830,30/06/2013,,94.3,0.01,percent,Sulfur,9.43,kilotonne,,IRON ORE,9430.0,100.0
S0224830,30/06/2013,,94.3,7.6,percent,Loss on ignition,7.1668,million tonnes,,IRON ORE,7166800.0,76000.0
S0224830,30/06/2013,,94.3,59.5,percent,Iron - calcined,56.1085,million tonnes,,IRON ORE,56108500.0,595000.0
S0224830,30/06/2013,,94.3,0.1,percent,Phosphorus,94.3,kilotonne,,IRON ORE,94300.0,1000.0
S0224830,30/06/2013,,94.3,8.1,percent,Silica,7638.3,kilotonne,,IRON ORE,7638300.0,81000.0
S0224830,30/06/2013,,94.3,55.8,percent,Iron,52.6194,million tonnes,50.0,IRON ORE,52619400.0,558000.0
S0224830,30/06/2013,,94.3,3.7,percent,Alumina,3.4891,million tonnes,,IRON ORE,3489100.0,37000.0
S0224836,30/06/2018,01/04/2019,77.0,1.91,percent,Alumina,1.4707,million tonnes,,IRON ORE,1470700.0,19100.0
S0224836,30/06/2018,01/04/2019,77.0,32.4,percent,Iron,24.948,million tonnes,,IRON ORE,24948000.0,324000.0
S0224836,30/06/2018,01/04/2019,77.0,28.6,percent,Davis Tube Recovery (DTR),22.022,million tonnes,9.0,IRON ORE,22022000.0,286000.0
S0224836,30/06/2018,01/04/2019,77.0,39.44,percent,Silica,30368.8,kilotonne,,IRON ORE,30368800.0,394400.0
S0224836,30/06/2018,01/04/2019,989.0,27.8,percent,Davis Tube Recovery (DTR),274.942,million tonnes,9.0,IRON ORE,274942000.0,278000.0
S0224836,30/06/2018,01/04/2019,989.0,40.48,percent,Silica,400347.2,kilotonne,,IRON ORE,400347200.0,404800.0
S0224836,30/06/2018,01/04/2019,989.0,2.28,percent,Alumina,22.5492,million tonnes,,IRON ORE,22549200.0,22800.0
S0224836,30/06/2018,01/04/2019,989.0,31.1,percent,Iron,307.579,million tonnes,,IRON ORE,307579000.0,311000.0
S0224836,30/06/2018,01/04/2019,3231.0,2.88,percent,Alumina,93.0528,million tonnes,,IRON ORE,93052800.0,28800.0
S0224836,30/06/2018,01/04/2019,3231.0,29.6,percent,Iron,956.376,million tonnes,,IRON ORE,956376000.0,296000.0
S0224836,30/06/2018,01/04/2019,3231.0,24.1,percent,Davis Tube Recovery (DTR),778.671,million tonnes,9.0,IRON ORE,778671000.0,241000.0
S0224836,30/06/2018,01/04/2019,3231.0,41.8,percent,Silica,1350558.0,kilotonne,,IRON ORE,1350558000.0,418000.0
S0224836,30/06/2018,01/04/2019,705.0,5.52,percent,Silica,38916.0,kilotonne,,IRON ORE,38916000.0,55200.0
S0224836,30/06/2018,01/04/2019,705.0,27.2,percent,Davis Tube Recovery (DTR),191.76,million tonnes,9.0,IRON ORE,191760000.0,272000.0
S0224836,30/06/2018,01/04/2019,705.0,0.25,percent,Alumina,1.7625,million tonnes,,IRON ORE,1762500.0,2500.0
S0224836,30/06/2018,01/04/2019,705.0,67.2,percent,Iron,473.76,million tonnes,,IRON ORE,473760000.0,672000.0
S0224837,23/08/2010,30/05/2011,1.9,0.07,percent,Phosphorus,1.33,kilotonne,,IRON ORE,1330.0,700.0
S0224837,23/08/2010,30/05/2011,1.9,8.1,percent,Silica,153.9,kilotonne,,IRON ORE,153900.0,81000.0
S0224837,23/08/2010,30/05/2011,1.9,55.0,percent,Iron,1.045,million tonnes,50.0,IRON ORE,1044999.9999999999,549999.9999999999
S0224837,23/08/2010,30/05/2011,1.9,3.24,percent,Alumina,0.06156,million tonnes,,IRON ORE,61560.0,32400.0
S0224837,23/08/2010,30/05/2011,1.9,8.52,percent,Loss on ignition,0.16188,million tonnes,,IRON ORE,161880.0,85200.0
S0224837,23/08/2010,30/05/2011,1.9,60.12,percent,Iron - calcined,1.14228,million tonnes,,IRON ORE,1142280.0,601200.0
S0224843,31/12/2012,08/12/2014,1.666,1.71,percent,Nickel,28.4886,kilotonne,,NICKEL,28488.600000000002,17100.000000000004
S0224843,31/12/2012,08/12/2014,5.885,1.71,percent,Nickel,100.6335,kilotonne,,NICKEL,100633.5,17100.0
S0224843,31/12/2012,08/12/2014,0.949,1.26,percent,Nickel,11.9574,kilotonne,,NICKEL,11957.4,12600.0
S0224874,03/12/2014,,0.4,0.11,percent,Phosphorus,0.44,kilotonne,,IRON ORE,440.0,1100.0
S0224874,03/12/2014,,0.4,7.1,percent,Silica,28.4,kilotonne,,IRON ORE,28400.0,71000.0
S0224874,03/12/2014,,0.4,56.1,percent,Iron,0.2244,million tonnes,50.0,IRON ORE,224400.0,561000.0
S0224874,03/12/2014,,0.4,2.7,percent,Alumina,0.0108,million tonnes,,IRON ORE,10800.0,27000.0
S0224874,03/12/2014,,0.4,9.4,percent,Loss on ignition,0.0376,million tonnes,,IRON ORE,37600.0,94000.0
S0224874,03/12/2014,,36.7,5.8,percent,Loss on ignition,2.1286,million tonnes,,IRON ORE,2128600.0,58000.0
S0224874,03/12/2014,,36.7,7.6,percent,Silica,2789.2,kilotonne,,IRON ORE,2789200.0,76000.0
S0224874,03/12/2014,,36.7,0.08,percent,Phosphorus,29.360000000000003,kilotonne,,IRON ORE,29360.000000000004,800.0000000000001
S0224874,03/12/2014,,36.7,56.9,percent,Iron,20.8823,million tonnes,50.0,IRON ORE,20882300.0,569000.0
S0224874,03/12/2014,,36.7,4.2,percent,Alumina,1.5414,million tonnes,,IRON ORE,1541400.0,42000.0
S0224875,03/12/2014,,0.01,0.08,percent,Phosphorus,0.008,kilotonne,,IRON ORE,8.0,800.0
S0224875,03/12/2014,,0.01,8.8,percent,Silica,0.88,kilotonne,,IRON ORE,880.0,88000.0
S0224875,03/12/2014,,0.01,53.5,percent,Iron,0.00535,million tonnes,50.0,IRON ORE,5350.0,535000.0
S0224875,03/12/2014,,0.01,3.9,percent,Alumina,0.00039,million tonnes,,IRON ORE,390.0,39000.0
S0224875,03/12/2014,,0.01,10.2,percent,Loss on ignition,0.0010199999999999,million tonnes,,IRON ORE,1019.9999999998998,101999.99999998999
S0224875,03/12/2014,,11.2,6.4,percent,Silica,716.7999999999998,kilotonne,,IRON ORE,716799.9999999999,63999.99999999999
S0224875,03/12/2014,,11.2,57.0,percent,Iron,6.384,million tonnes,50.0,IRON ORE,6384000.0,570000.0
S0224875,03/12/2014,,11.2,0.09,percent,Phosphorus,10.08,kilotonne,,IRON ORE,10080.0,900.0
S0224875,03/12/2014,,11.2,3.7,percent,Alumina,0.4144,million tonnes,,IRON ORE,414400.0,37000.0
S0224875,03/12/2014,,11.2,7.6,percent,Loss on ignition,0.8512,million tonnes,,IRON ORE,851200.0,76000.0
S0224895,31/10/2012,,115.9,28.05,percent,Davis Tube Recovery (DTR),32.50995,million tonnes,15.0,IRON ORE,32509950.000000004,280500.00000000006
S0224895,31/10/2012,,115.9,29.76,percent,Iron,34.49184,million tonnes,,IRON ORE,34491840.0,297600.0
S0224896,31/12/2020,,0.5,5.2,percent,Copper,26.0,kilotonne,1.0,COPPER - LEAD - ZINC,26000.0,52000.0
S0224896,31/12/2020,,0.1,1.8,percent,Copper,1.8,kilotonne,1.0,COPPER - LEAD - ZINC,1800.0,18000.0
S0224896,31/12/2020,,0.1,5.1,percent,Copper,5.1,kilotonne,1.0,COPPER - LEAD - ZINC,5100.0,51000.0
S0224896,31/12/2020,,0.4,4.0,percent,Copper,16.0,kilotonne,,COPPER - LEAD - ZINC,16000.0,40000.0
S0224896,31/12/2020,,0.2,2.5,percent,Copper,5.0,kilotonne,,COPPER - LEAD - ZINC,5000.0,25000.0
S0224922,30/06/2020,,373.0,7.64,percent,Silica,28497.2,kilotonne,,IRON ORE,28497200.0,76400.0
S0224922,30/06/2020,,373.0,57.1,percent,Iron,212.983,million tonnes,54.0,IRON ORE,212983000.0,571000.0
S0224922,30/06/2020,,373.0,5.22,percent,Alumina,19.4706,million tonnes,,IRON ORE,19470600.0,52200.0
S0224922,30/06/2020,,373.0,4.5,percent,Loss on ignition,16.785,million tonnes,,IRON ORE,16785000.0,45000.0
S0224922,30/06/2020,,373.0,0.059,percent,Phosphorus,220.07,kilotonne,,IRON ORE,220070.0,590.0
S0224922,30/06/2020,,128.0,0.094,percent,Phosphorus,120.32,kilotonne,,IRON ORE,120320.0,940.0
S0224922,30/06/2020,,128.0,55.8,percent,Iron,71.424,million tonnes,54.0,IRON ORE,71424000.0,558000.0
S0224922,30/06/2020,,128.0,3.67,percent,Alumina,4.6976,million tonnes,,IRON ORE,4697600.0,36700.0
S0224922,30/06/2020,,128.0,9.2,percent,Loss on ignition,11.776,million tonnes,,IRON ORE,11776000.0,92000.0
S0224922,30/06/2020,,128.0,6.5,percent,Silica,8320.0,kilotonne,,IRON ORE,8320000.0,65000.0
S0224922,30/06/2020,,346.0,57.4,percent,Iron,198.604,million tonnes,50.0,IRON ORE,198604000.0,574000.0
S0224922,30/06/2020,,346.0,2.96,percent,Alumina,10.2416,million tonnes,,IRON ORE,10241600.0,29600.0
S0224922,30/06/2020,,346.0,8.5,percent,Loss on ignition,29.41,million tonnes,,IRON ORE,29410000.0,85000.0
S0224922,30/06/2020,,346.0,0.115,percent,Phosphorus,397.9,kilotonne,,IRON ORE,397900.0,1150.0
S0224922,30/06/2020,,346.0,5.74,percent,Silica,19860.4,kilotonne,,IRON ORE,19860400.0,57400.0
S0224931,30/06/2015,,25.9,0.04,percent,Sulfur,10.36,kilotonne,,IRON ORE,10360.0,400.0
S0224931,30/06/2015,,25.9,0.27,percent,Loss on ignition,0.06993,million tonnes,,IRON ORE,69930.0,2700.0
S0224931,30/06/2015,,25.9,0.35,percent,Phosphorus,90.65,kilotonne,,IRON ORE,90650.0,3500.0
S0224931,30/06/2015,,25.9,50.0,percent,Silica,12950.0,kilotonne,,IRON ORE,12950000.0,500000.0
S0224931,30/06/2015,,25.9,22.7,percent,Iron,5.8793,million tonnes,18.0,IRON ORE,5879300.0,227000.0
S0224931,30/06/2015,,25.9,7.9,percent,Alumina,2.0461,million tonnes,,IRON ORE,2046100.0,79000.0
S0224937,26/07/2010,,11.5,0.042,percent,Phosphorus,4.83,kilotonne,,IRON ORE,4830.0,420.0
S0224937,26/07/2010,,11.5,5.57,percent,Alumina,0.64055,million tonnes,,IRON ORE,640550.0,55700.0
S0224937,26/07/2010,,11.5,53.1,percent,Iron,6.1065,million tonnes,50.0,IRON ORE,6106500.0,531000.0
S0224937,26/07/2010,,11.5,9.86,percent,Loss on ignition,1.1339,million tonnes,,IRON ORE,1133900.0,98600.0
S0224937,26/07/2010,,11.5,7.75,percent,Silica,891.25,kilotonne,,IRON ORE,891250.0,77500.0
S0224954,11/08/2020,,53.9,1.6,percent,Alumina,0.8624,million tonnes,,IRON ORE,862400.0,16000.0
S0224954,11/08/2020,,53.9,30.8,percent,Iron,16.6012,million tonnes,,IRON ORE,16601199.999999998,307999.99999999994
S0224954,11/08/2020,,53.9,15.0,percent,Davis Tube Recovery (DTR),8.085,million tonnes,,IRON ORE,8085000.000000001,150000.00000000003
S0224954,11/08/2020,,53.9,45.4,percent,Silica,24470.6,kilotonne,,IRON ORE,24470600.0,454000.0
S0224954,11/08/2020,,53.9,0.05,percent,Phosphorus,26.95,kilotonne,,IRON ORE,26950.0,500.0
S0224954,11/08/2020,,53.9,2.7,percent,Loss on ignition,1.4553,million tonnes,,IRON ORE,1455300.0,27000.0
S0224956,14/06/2012,,15.09,0.12,percent,Sulfur,18.108,kilotonne,,IRON ORE,18108.0,1200.0
S0224956,14/06/2012,,15.09,8.1,percent,Loss on ignition,1.22229,million tonnes,,IRON ORE,1222290.0,81000.0
S0224956,14/06/2012,,15.09,16.2,percent,Silica,2444.58,kilotonne,,IRON ORE,2444580.0,162000.0
S0224956,14/06/2012,,15.09,0.05,percent,Phosphorus,7.545,kilotonne,,IRON ORE,7545.0,500.0
S0224956,14/06/2012,,15.09,47.0,percent,Iron,7.0923,million tonnes,40.0,IRON ORE,7092300.0,470000.0
S0224956,14/06/2012,,15.09,7.2,percent,Alumina,1.08648,million tonnes,,IRON ORE,1086480.0,72000.0
S0224956,14/06/2012,,10.19,6.3,percent,Alumina,0.6419699999999999,million tonnes,,IRON ORE,641969.9999999999,62999.999999999985
S0224956,14/06/2012,,10.19,0.08,percent,Sulfur,8.152,kilotonne,,IRON ORE,8151.999999999999,799.9999999999999
S0224956,14/06/2012,,10.19,7.5,percent,Loss on ignition,0.76425,million tonnes,,IRON ORE,764250.0,75000.0
S0224956,14/06/2012,,10.19,0.06,percent,Phosphorus,6.113999999999999,kilotonne,,IRON ORE,6113.999999999999,599.9999999999999
S0224956,14/06/2012,,10.19,20.3,percent,Silica,2068.57,kilotonne,,IRON ORE,2068570.0000000002,203000.00000000003
S0224956,14/06/2012,,10.19,45.3,percent,Iron,4.61607,million tonnes,40.0,IRON ORE,4616070.0,453000.0
S0224957,14/06/2012,,6.47,16.7,percent,Silica,1080.4899999999998,kilotonne,,IRON ORE,1080489.9999999998,166999.99999999997
S0224957,14/06/2012,,6.47,47.8,percent,Iron,3.09266,million tonnes,40.0,IRON ORE,3092660.0,478000.0
S0224957,14/06/2012,,6.47,6.6,percent,Alumina,0.4270199999999999,million tonnes,,IRON ORE,427019.9999999999,65999.99999999999
S0224957,14/06/2012,,6.47,0.14,percent,Sulfur,9.058,kilotonne,,IRON ORE,9058.0,1400.0
S0224957,14/06/2012,,6.47,7.4,percent,Loss on ignition,0.47878,million tonnes,,IRON ORE,478780.0,74000.0
S0224957,14/06/2012,,6.47,0.06,percent,Phosphorus,3.882,kilotonne,,IRON ORE,3882.0,600.0
S0224957,14/06/2012,,3.88,45.4,percent,Iron,1.76152,million tonnes,40.0,IRON ORE,1761520.0,454000.0
S0224957,14/06/2012,,3.88,7.6,percent,Alumina,0.29488,million tonnes,,IRON ORE,294880.0,76000.0
S0224957,14/06/2012,,3.88,0.09,percent,Sulfur,3.4919999999999995,kilotonne,,IRON ORE,3491.9999999999995,899.9999999999999
S0224957,14/06/2012,,3.88,7.9,percent,Loss on ignition,0.30652,million tonnes,,IRON ORE,306520.0,79000.0
S0224957,14/06/2012,,3.88,0.06,percent,Phosphorus,2.328,kilotonne,,IRON ORE,2328.0,600.0
S0224957,14/06/2012,,3.88,18.7,percent,Silica,725.56,kilotonne,,IRON ORE,725560.0,187000.0
S0224967,29/04/2019,,70.6,0.36,percent,Copper,254.16,kilotonne,0.25,COPPER - LEAD - ZINC,254160.0,3600.0
S0224967,29/04/2019,,70.6,0.0062,percent,Molybdenum,4377.199999999999,tonnes,,COPPER - LEAD - ZINC,4377.199999999999,61.999999999999986
S0224967,29/04/2019,,64.0,0.0061,percent,Molybdenum,3904.0,tonnes,,COPPER - LEAD - ZINC,3904.0,61.0
S0224967,29/04/2019,,64.0,0.32,percent,Copper,204.8,kilotonne,0.25,COPPER - LEAD - ZINC,204800.0,3200.0
S0224992,27/04/2011,,460.0,27.5,percent,Iron,126.5,million tonnes,23.0,IRON ORE,126500000.0,275000.0
S0224993,13/05/2010,,2.94,62.93,percent,Silica,1850.142,kilotonne,,MANGANESE ORE,1850142.0,629300.0
S0224993,13/05/2010,,2.94,0.01,percent,Lead,0.294,kilotonne,,MANGANESE ORE,294.0,100.0
S0224993,13/05/2010,,2.94,0.04,percent,Phosphorus,1.176,kilotonne,,MANGANESE ORE,1176.0,400.0
S0224993,13/05/2010,,2.94,9.13,percent,Iron,0.268422,million tonnes,,MANGANESE ORE,268422.0,91300.0
S0224993,13/05/2010,,2.94,6.65,percent,Alumina,0.19551,million tonnes,,MANGANESE ORE,195510.0,66500.0
S0224993,13/05/2010,,2.94,0.01,percent,Sulfur,0.294,kilotonne,,MANGANESE ORE,294.0,100.0
S0224993,13/05/2010,,2.94,7.07,percent,Manganese,207.858,kilotonne,,MANGANESE ORE,207858.0,70700.0
S0225044,08/06/2012,,3.0,44.5,percent,Silica,1335.0,kilotonne,,MANGANESE ORE,1335000.0,445000.0
S0225044,08/06/2012,,3.0,12.0,percent,Alumina,0.36,million tonnes,,MANGANESE ORE,360000.0,120000.0
S0225044,08/06/2012,,3.0,9.2,percent,Iron,0.276,million tonnes,,MANGANESE ORE,276000.0,92000.0
S0225044,08/06/2012,,3.0,10.6,percent,Manganese,318.0,kilotonne,,MANGANESE ORE,318000.0,106000.0
S0225045,08/06/2012,,61.0,10.0,percent,Manganese,6100.0,kilotonne,8.0,MANGANESE ORE,6100000.0,100000.0
S0225045,08/06/2012,,61.0,40.0,percent,Silica,24400.0,kilotonne,,MANGANESE ORE,24400000.0,400000.0
S0225045,08/06/2012,,61.0,9.0,percent,Iron,5.49,million tonnes,,MANGANESE ORE,5490000.0,90000.0
S0225045,08/06/2012,,61.0,10.0,percent,Alumina,6.1,million tonnes,,MANGANESE ORE,6100000.0,100000.0
S0225093,25/08/2020,,6.9,3.2,percent,Lead,220.8,kilotonne,1.5,COPPER - LEAD - ZINC,220800.0,32000.0
S0225093,25/08/2020,,6.8,4.1,percent,Lead,278.8,kilotonne,1.5,COPPER - LEAD - ZINC,278800.0,41000.0
S0225093,25/08/2020,,1.3,3.4,percent,Lead,44.2,kilotonne,1.5,COPPER - LEAD - ZINC,44200.0,34000.0
S0225093,25/08/2020,,5.5,3.1,percent,Lead,170.5,kilotonne,1.5,COPPER - LEAD - ZINC,170500.0,31000.0
S0225093,25/08/2020,,0.2,3.5,percent,Lead,7.0,kilotonne,1.5,COPPER - LEAD - ZINC,7000.0,35000.0
S0225093,25/08/2020,,0.6,3.7,percent,Lead,22.2,kilotonne,1.5,COPPER - LEAD - ZINC,22200.0,37000.0
S0225093,25/08/2020,,4.1,4.1,percent,Lead,168.1,kilotonne,1.5,COPPER - LEAD - ZINC,168100.0,41000.00000000001
S0225093,25/08/2020,,2.1,4.0,percent,Lead,84.0,kilotonne,1.5,COPPER - LEAD - ZINC,84000.0,40000.0
S0225097,30/06/2016,,0.4,56.6,percent,Iron,0.2264,million tonnes,52.0,IRON ORE,226400.0,566000.0
S0225097,30/06/2016,,3.5,56.9,percent,Iron,1.9915,million tonnes,52.0,IRON ORE,1991500.0,569000.0
S0225097,30/06/2016,,9.5,57.1,percent,Iron,5.4245,million tonnes,52.0,IRON ORE,5424500.0,571000.0
S0225097,30/06/2016,,6.0,56.8,percent,Iron,3.408,million tonnes,52.0,IRON ORE,3408000.0,568000.0
S0225117,24/03/2011,,2.52,6.2,percent,Lead,156.24,kilotonne,,COPPER - LEAD - ZINC,156240.0,62000.0
S0225117,24/03/2011,,2.52,3.4,percent,Zinc,85.68,kilotonne,,COPPER - LEAD - ZINC,85680.0,34000.0
S0225127,30/09/2014,15/01/2015,1.32,100.0,percent,Heavy minerals,1320.0,kilotonne,2.0,HEAVY MINERAL SANDS,1320000.0,1000000.0
S0225127,30/09/2014,15/01/2015,1.32,6.7,percent,Leucoxene,88.44,kilotonne,,HEAVY MINERAL SANDS,88440.0,67000.0
S0225127,30/09/2014,15/01/2015,1.32,5.0,percent,Zircon,66.0,kilotonne,,HEAVY MINERAL SANDS,66000.0,50000.0
S0225127,30/09/2014,15/01/2015,1.32,57.1,percent,Ilmenite,753.72,kilotonne,,HEAVY MINERAL SANDS,753720.0,571000.0
S0225127,30/09/2014,15/01/2015,1.32,11.2,percent,Slimes,0.14784,million tonnes,,HEAVY MINERAL SANDS,147840.0,112000.0
S0225127,30/09/2014,15/01/2015,1.18,50.9,percent,Ilmenite,600.62,kilotonne,,HEAVY MINERAL SANDS,600620.0,509000.0
S0225127,30/09/2014,15/01/2015,1.18,3.1,percent,Leucoxene,36.58,kilotonne,,HEAVY MINERAL SANDS,36580.0,31000.0
S0225127,30/09/2014,15/01/2015,1.18,15.9,percent,Slimes,0.18762,million tonnes,,HEAVY MINERAL SANDS,187620.0,159000.0
S0225127,30/09/2014,15/01/2015,1.18,100.0,percent,Heavy minerals,1180.0,kilotonne,2.0,HEAVY MINERAL SANDS,1180000.0,1000000.0
S0225127,30/09/2014,15/01/2015,1.18,3.9,percent,Zircon,46.02,kilotonne,,HEAVY MINERAL SANDS,46020.0,39000.0
S0225148,14/04/2011,22/07/2012,195.9,28.61,percent,Iron,56.04699,million tonnes,,IRON ORE,56046990.0,286100.0
S0225148,14/04/2011,22/07/2012,195.9,2.99,percent,Alumina,5.85741,million tonnes,,IRON ORE,5857410.0,29900.0
S0225148,14/04/2011,22/07/2012,195.9,0.01,percent,Sulfur,19.59,kilotonne,,IRON ORE,19590.0,100.0
S0225148,14/04/2011,22/07/2012,195.9,3.4,percent,Loss on ignition,6.6606,million tonnes,,IRON ORE,6660600.0,34000.0
S0225148,14/04/2011,22/07/2012,195.9,47.82,percent,Silica,93679.38,kilotonne,,IRON ORE,93679380.0,478200.0
S0225148,14/04/2011,22/07/2012,195.9,0.06,percent,Phosphorus,117.54,kilotonne,,IRON ORE,117540.0,600.0
S0225150,14/04/2011,22/07/2012,99.6,49.71,percent,Silica,49511.16,kilotonne,,IRON ORE,49511160.0,497100.0
S0225150,14/04/2011,22/07/2012,99.6,0.04,percent,Phosphorus,39.84,kilotonne,,IRON ORE,39840.0,400.0
S0225150,14/04/2011,22/07/2012,99.6,32.1,percent,Iron,31.9716,million tonnes,,IRON ORE,31971600.0,321000.0
