,Zn,Ag,Cu,Pb,Au,Co,In,Ge,lat,long
329766,14.0,0.06,30.6,3.6,0.011,10.4,0.009,0.06,-31.766153,123.40977
329767,10.0,0.08,15.8,5.6,0.002,18.4,0.01,0.07,-31.764403,123.409709
329768,11.0,0.38,44.2,3.7,0.002,7.5,0.011,0.09,-31.762616,123.409701
329769,20.0,0.34,26.5,6.0,0.003,8.2,0.022,0.11,-31.760757,123.409809
329770,18.0,0.21,23.7,5.8,0.002,8.8,0.026,0.11,-31.759077,123.407669
329771,25.0,0.25,31.7,7.2,0.006,10.5,0.028,0.13,-31.760881,123.407804
329772,16.0,0.09,29.9,5.1,0.003,8.1,0.015,0.1,-31.762632,123.407558
329773,11.0,0.02,31.4,3.4,0.003,7.5,0.01,0.07,-31.764409,123.407544
329774,13.0,0.08,14.5,4.5,0.003,9.6,0.013,0.06,-31.766331,123.407669
329775,17.0,0.03,28.3,4.8,0.002,7.2,0.015,0.09,-31.768072,123.407719
329776,17.0,0.26,21.3,3.9,0.005,5.6,0.012,0.09,-31.769796,123.407568
329777,21.0,0.94,23.6,5.8,0.002,7.3,0.019,0.12,-31.771726,123.407629
329778,20.0,0.45,24.7,4.5,0.004,6.5,0.014,0.11,-31.773476,123.407669
329779,19.0,0.13,21.1,4.3,0.004,6.3,0.013,0.11,-31.775272,123.407687
329780,21.0,0.34,25.2,4.5,0.003,6.3,0.015,0.11,-31.778923,123.405591
329781,21.0,0.3,23.4,4.4,0.002,6.6,0.014,0.11,-31.777074,123.405519
329782,22.0,0.41,23.5,5.3,0.002,6.9,0.017,0.11,-31.775206,123.405649
329783,22.0,0.21,21.8,5.2,0.002,6.8,0.016,0.12,-31.773438,123.405535
329784,11.0,0.06,27.9,6.0,0.003,9.7,0.013,0.16,-31.77167,123.405485
329785,23.0,0.5,24.3,5.8,0.002,7.4,0.017,0.12,-31.769793,123.405646
329786,22.0,0.6,23.5,5.5,0.002,7.0,0.019,0.1,-31.769793,123.405646
329787,16.0,0.36,20.5,4.9,0.002,6.6,0.016,0.11,-31.768097,123.405438
329788,12.0,0.03,29.7,4.0,0.002,8.1,0.013,0.08,-31.766337,123.405568
329789,10.0,0.04,32.8,2.9,0.002,5.7,0.01,0.08,-31.764443,123.405359
329790,14.0,0.21,23.3,6.2,0.003,11.9,0.03,0.1,-31.762611,123.405551
329791,23.0,0.24,23.8,6.1,0.001,9.3,0.035,0.08,-31.760771,123.405522
329792,27.0,0.28,27.4,9.2,0.002,11.2,0.037,0.11,-31.758957,123.405546
329793,19.0,0.34,68.2,14.9,0.002,10.8,0.08,0.33,-31.759118,123.403287
329794,21.0,0.16,23.9,7.4,0.002,14.9,0.041,0.1,-31.760787,123.403453
329795,13.0,0.07,33.5,5.3,0.006,12.4,0.017,0.1,-31.762681,123.403492
329796,12.0,0.1,27.3,4.9,0.003,6.9,0.017,0.1,-31.764495,123.403479
329797,15.0,0.15,23.6,5.1,0.002,6.6,0.018,0.12,-31.766272,123.403497
329798,12.0,0.05,25.4,4.0,0.002,6.2,0.013,0.11,-31.768031,123.403484
329799,12.0,0.06,23.7,5.1,0.003,6.4,0.018,0.11,-31.769854,123.403439
329800,11.0,0.06,35.5,6.7,0.009,15.6,0.016,0.3,-31.771694,123.403479
329801,23.0,0.21,18.5,6.1,0.002,8.5,0.035,0.23,-31.773516,123.403539
329802,23.0,0.12,26.5,5.2,0.002,7.1,0.019,0.12,-31.775303,123.403516
329803,16.0,0.18,18.6,5.2,0.004,6.5,0.018,0.11,-31.777026,123.403417
329804,9.0,0.06,21.0,3.2,0.007,3.7,0.012,0.15,-31.778876,123.403521
329805,16.0,0.04,23.8,5.8,0.005,7.2,0.02,0.1,-31.780698,123.40337
329806,9.0,0.04,41.0,3.1,0.013,4.7,0.008,0.11,-31.784377,123.401347
329807,9.0,0.05,49.0,3.4,0.011,5.9,0.011,0.11,-31.782501,123.401255
329808,14.0,0.15,24.8,6.4,0.001,7.3,0.025,0.13,-31.780705,123.401342
329809,8.0,0.06,28.9,5.1,0.008,8.3,0.012,0.15,-31.778892,123.401282
329810,18.0,0.24,17.6,5.2,0.003,6.7,0.02,0.12,-31.777114,123.401263
329811,19.0,0.36,16.6,5.9,0.002,7.2,0.02,0.11,-31.77531,123.401298
329812,6.0,0.05,26.7,7.1,0.003,8.5,0.013,0.2,-31.773505,123.401417
329813,9.0,0.07,29.8,9.3,0.008,18.4,0.019,0.24,-31.771629,123.401218
329814,16.0,0.05,19.8,8.1,0.003,8.3,0.024,0.11,-31.769896,123.401369
329815,23.0,0.18,23.9,9.6,0.002,9.3,0.026,0.12,-31.767993,123.401351
329816,16.0,0.1,25.0,5.7,0.006,6.9,0.02,0.13,-31.766297,123.401269
329817,13.0,0.18,21.5,6.7,0.004,10.7,0.023,0.14,-31.76452,123.401219
329818,25.0,0.18,26.5,7.7,0.001,9.9,0.032,0.1,-31.76267,123.401285
329819,14.0,0.03,35.0,4.5,0.003,8.3,0.016,0.09,-31.760856,123.401394
329820,11.0,0.09,27.5,3.2,0.003,4.5,0.009,0.09,-31.759107,123.401122
329821,11.0,0.01,32.8,4.7,0.006,6.6,0.011,0.09,-31.75905,123.3992
329822,13.0,0.01,37.9,4.3,0.006,9.4,0.015,0.12,-31.7609,123.39906
329823,11.0,0.04,35.4,4.1,0.005,8.1,0.013,0.11,-31.762704,123.399152
329824,15.0,0.08,23.4,7.3,0.005,9.4,0.022,0.14,-31.764472,123.399181
329825,14.0,0.09,23.5,7.4,0.005,9.6,0.021,0.14,-31.764472,123.399181
329826,9.0,0.05,38.5,4.9,0.007,4.5,0.008,0.08,-31.766222,123.399199
329827,13.0,0.04,24.9,6.2,0.006,6.9,0.016,0.13,-31.768036,123.399175
329828,14.0,0.05,22.7,4.9,0.005,6.4,0.017,0.12,-31.769966,123.399173
329829,6.0,0.08,36.4,5.7,0.008,5.2,0.006,0.07,-31.771716,123.399297
329830,18.0,0.47,28.1,3.8,0.004,5.6,0.013,0.1,-31.773494,123.399167
329831,17.0,0.06,25.7,6.0,0.002,8.2,0.018,0.12,-31.77528,123.399259
329832,16.0,0.12,32.0,4.1,0.004,6.5,0.012,0.11,-31.777085,123.399235
329833,21.0,0.13,24.4,6.1,0.004,7.3,0.02,0.13,-31.778817,123.399253
329834,11.0,0.08,39.0,6.6,0.006,7.0,0.016,0.24,-31.780793,123.399198
329835,10.0,0.04,50.8,4.9,0.011,9.8,0.012,0.15,-31.782507,123.399269
329836,22.0,0.03,33.6,11.5,0.002,13.4,0.029,0.31,-31.784347,123.399267
329837,9.0,0.02,36.5,4.3,0.012,8.3,0.013,0.12,-31.78607,123.399274
329838,13.0,0.02,26.3,3.6,0.003,6.0,0.012,0.12,-31.787918,123.397169
329839,11.0,0.02,40.5,5.0,0.009,8.2,0.014,0.18,-31.786149,123.397151
329840,8.0,0.03,25.4,4.4,0.007,3.0,0.01,0.1,-31.784399,123.397133
329841,11.0,0.04,21.6,7.5,0.003,7.5,0.016,0.15,-31.782531,123.397167
329842,17.0,0.24,21.3,5.0,0.003,6.4,0.018,0.12,-31.780736,123.397054
329843,22.0,0.51,20.9,6.0,0.002,7.0,0.019,0.11,-31.778896,123.397089
329844,22.0,0.18,26.9,4.8,0.004,6.6,0.018,0.12,-31.777082,123.397144
329845,16.0,0.09,26.7,4.6,0.001,6.5,0.013,0.1,-31.775386,123.397052
329846,19.0,0.8,19.3,4.2,0.002,5.9,0.015,0.11,-31.773491,123.39715
329847,14.0,0.11,19.0,3.8,0.003,5.3,0.012,0.11,-31.771678,123.397132
329848,8.0,0.08,49.9,2.6,0.017,6.5,0.011,0.12,-31.769865,123.397103
329849,10.0,0.05,36.9,5.2,0.01,11.1,0.015,0.15,-31.768097,123.397
329850,11.0,0.02,23.2,5.7,0.004,7.9,0.013,0.12,-31.76613,123.397055
329851,12.0,0.04,42.2,9.6,0.009,14.4,0.02,0.14,-31.764559,123.397175
329852,11.0,0.07,30.0,4.5,0.003,8.9,0.017,0.1,-31.762683,123.397135
329853,12.0,0.19,19.4,3.3,0.004,6.3,0.014,0.1,-31.760933,123.397075
329854,13.0,0.13,20.1,3.5,0.004,6.2,0.016,0.1,-31.760942,123.397075
329855,12.0,0.03,23.6,5.3,0.004,8.5,0.013,0.09,-31.759084,123.396962
329856,12.0,0.02,20.7,4.2,0.005,12.5,0.011,0.07,-31.759009,123.394976
329857,11.0,0.03,24.1,5.8,0.004,15.4,0.015,0.08,-31.760831,123.394889
329858,9.0,0.02,30.4,3.7,0.005,6.2,0.01,0.11,-31.762654,123.394971
329859,15.0,0.04,30.0,5.6,0.003,10.5,0.017,0.13,-31.764566,123.395053
329860,11.0,0.03,26.3,4.8,0.011,6.4,0.016,0.14,-31.766271,123.395018
329861,21.0,0.21,21.0,7.0,0.006,9.5,0.025,0.12,-31.768094,123.394994
329862,10.0,0.02,21.4,5.5,0.003,12.1,0.012,0.12,-31.769934,123.395023
329863,11.0,0.03,28.0,10.5,0.003,17.7,0.016,0.2,-31.771667,123.394988
329864,19.0,0.03,21.1,3.4,0.004,5.3,0.013,0.11,-31.773579,123.394933
329865,25.0,0.07,19.9,5.0,0.003,7.3,0.015,0.14,-31.775311,123.395024
329866,19.0,0.11,23.0,4.1,0.003,5.8,0.014,0.11,-31.777107,123.394948
329867,25.0,0.19,17.9,5.0,0.003,7.1,0.016,0.13,-31.778902,123.395092
329868,14.0,0.03,36.8,5.9,0.014,4.9,0.014,0.33,-31.780743,123.395047
329869,23.0,0.15,21.8,6.3,0.004,7.8,0.018,0.13,-31.782511,123.395161
329870,9.0,0.03,25.1,9.3,0.003,6.4,0.015,0.14,-31.784333,123.395168
329871,14.0,0.05,36.6,6.6,0.003,11.1,0.019,0.13,-31.786129,123.395049
329872,10.0,0.06,33.4,5.2,0.008,7.2,0.01,0.16,-31.788023,123.395068
329873,14.0,0.15,34.9,3.5,0.005,7.3,0.008,0.1,-31.789855,123.395086
329874,11.0,0.03,28.8,4.5,0.006,6.8,0.011,0.13,-31.791539,123.39297
329875,23.0,0.26,21.5,5.5,0.003,8.1,0.021,0.11,-31.789771,123.392994
329876,24.0,0.08,27.6,7.6,0.006,9.6,0.025,0.14,-31.787922,123.392892
329877,14.0,0.09,24.5,4.1,0.004,5.3,0.01,0.15,-31.786207,123.392937
329878,16.0,0.18,16.1,4.5,0.004,6.5,0.013,0.12,-31.784322,123.392866
329879,17.0,0.14,14.7,5.3,0.003,6.9,0.018,0.08,-31.782535,123.392964
329880,20.0,0.06,20.0,4.4,0.004,5.9,0.013,0.13,-31.780704,123.39284
329881,25.0,0.28,23.0,4.3,0.003,6.8,0.015,0.11,-31.7789,123.392917
329882,23.0,0.22,19.1,4.2,0.004,6.1,0.014,0.11,-31.777086,123.393025
329883,24.0,0.16,22.3,4.3,0.007,6.2,0.016,0.12,-31.777086,123.393025
329884,19.0,0.15,17.8,4.0,0.003,6.6,0.013,0.15,-31.775309,123.392902
329885,12.0,0.03,22.6,3.8,0.003,6.8,0.011,0.11,-31.773505,123.392852
329886,10.0,0.005,24.6,4.1,0.005,6.8,0.011,0.14,-31.771746,123.392749
329887,7.0,0.02,32.4,3.2,0.018,6.6,0.007,0.15,-31.76986,123.392752
329888,19.0,0.02,25.1,5.2,0.006,8.5,0.024,0.17,-31.76811,123.392839
329889,17.0,0.02,52.5,7.4,0.007,5.5,0.075,0.28,-31.766305,123.392864
329890,25.0,0.03,23.0,8.4,0.005,11.2,0.033,0.08,-31.764456,123.392803
329891,10.0,0.01,32.3,2.9,0.006,6.2,0.009,0.1,-31.762705,123.392869
329892,10.0,0.01,29.1,4.1,0.003,9.7,0.009,0.08,-31.760901,123.392788
329893,10.0,0.02,26.2,2.8,0.006,5.0,0.01,0.08,-31.759097,123.392696
329894,23.0,0.14,17.3,10.7,0.003,9.7,0.029,0.07,-31.759094,123.390637
329895,31.0,0.09,23.9,11.7,0.002,13.1,0.037,0.08,-31.760953,123.390655
329896,17.0,0.05,18.8,3.7,0.004,6.5,0.015,0.08,-31.762784,123.390789
329897,9.0,0.02,23.6,3.5,0.006,6.8,0.011,0.1,-31.764535,123.39066
329898,11.0,0.01,27.2,5.5,0.004,8.9,0.024,0.12,-31.766311,123.390783
329899,13.0,0.21,18.8,4.5,0.004,9.7,0.016,0.17,-31.76817,123.390759
329900,13.0,0.01,13.4,4.7,0.002,7.4,0.015,0.12,-31.769993,123.390714
329901,11.0,0.01,19.1,3.5,0.003,6.7,0.012,0.11,-31.771707,123.390711
329902,11.0,0.005,22.7,4.4,0.009,9.1,0.011,0.13,-31.773502,123.390866
329903,9.0,0.02,16.0,5.0,0.005,9.8,0.009,0.11,-31.775262,123.390705
329904,11.0,0.06,15.7,3.7,0.002,6.2,0.009,0.09,-31.777129,123.390755
329905,12.0,0.02,25.5,3.4,0.003,5.8,0.01,0.1,-31.779041,123.3909
329906,7.0,0.01,31.7,4.6,0.007,12.9,0.011,0.2,-31.78081,123.390675
329907,17.0,0.03,23.5,5.2,0.002,6.9,0.016,0.08,-31.782569,123.390904
329908,10.0,0.02,58.2,3.9,0.013,5.4,0.008,0.16,-31.784419,123.390828
329909,9.0,0.01,27.3,2.7,0.004,4.6,0.006,0.09,-31.786187,123.39092
329910,9.0,0.01,25.6,3.5,0.005,7.6,0.008,0.11,-31.787946,123.390737
329911,17.0,0.07,18.1,4.1,0.004,5.9,0.013,0.11,-31.789796,123.390871
329912,10.0,0.04,25.9,3.2,0.006,5.9,0.007,0.1,-31.791501,123.39091
329913,12.0,0.02,28.0,4.5,0.003,8.1,0.01,0.1,-31.793359,123.390918
329914,18.0,0.24,17.6,4.3,0.004,6.0,0.011,0.12,-31.795152,123.388771
329915,9.0,0.01,30.4,3.4,0.004,6.3,0.008,0.1,-31.793339,123.388752
329916,11.0,0.12,31.6,2.8,0.005,4.3,0.007,0.1,-31.791598,123.388629
329917,12.0,0.22,20.2,2.8,0.004,4.4,0.009,0.12,-31.789793,123.388759
329918,10.0,0.12,18.1,2.5,0.004,3.5,0.013,0.08,-31.787962,123.388772
329919,7.0,0.03,34.9,2.7,0.007,3.7,0.011,0.07,-31.786076,123.388775
329920,10.0,0.03,25.3,4.0,0.002,5.7,0.014,0.07,-31.78438,123.388683
329921,12.0,0.04,25.9,6.0,0.004,5.7,0.014,0.11,-31.782548,123.388792
329922,12.0,0.04,24.8,5.8,0.005,5.7,0.016,0.1,-31.782548,123.388792
329923,7.0,0.04,26.8,3.0,0.005,5.9,0.01,0.08,-31.780744,123.388742
329924,14.0,0.03,23.7,3.5,0.005,5.3,0.012,0.1,-31.778976,123.388714
329925,16.0,0.05,17.1,4.0,0.001,5.7,0.015,0.08,-31.777063,123.388632
329926,10.0,0.04,20.4,4.3,0.007,7.7,0.008,0.12,-31.775268,123.388698
329927,8.0,0.07,34.6,9.1,0.011,9.7,0.021,0.21,-31.77359,123.388702
329928,9.0,0.01,14.4,4.4,0.003,5.5,0.01,0.1,-31.771713,123.388599
329929,7.0,0.02,24.7,4.6,0.007,6.6,0.02,0.17,-31.769882,123.388644
329930,14.0,0.01,17.0,3.3,0.002,4.8,0.008,0.08,-31.768077,123.388689
329931,8.0,0.01,30.1,2.8,0.005,3.1,0.007,0.06,-31.766336,123.388555
329932,8.0,0.01,24.5,2.9,0.006,4.8,0.008,0.07,-31.76455,123.388674
329933,11.0,0.01,18.9,4.8,0.005,9.0,0.009,0.09,-31.762691,123.388719
329934,15.0,0.02,22.2,7.1,0.005,9.6,0.017,0.13,-31.760869,123.38867
329935,8.0,0.01,20.7,4.4,0.008,6.5,0.008,0.1,-31.760902,123.3866
329936,12.0,0.09,26.8,4.5,0.007,6.7,0.013,0.11,-31.762752,123.386491
329937,16.0,0.15,21.8,6.1,0.007,9.2,0.013,0.12,-31.764402,123.386646
329938,12.0,0.04,15.4,5.8,0.005,10.2,0.011,0.1,-31.766289,123.386485
329939,15.0,0.1,18.5,7.2,0.004,8.8,0.014,0.12,-31.768065,123.386619
329940,7.0,0.03,23.3,6.7,0.006,10.5,0.021,0.23,-31.769951,123.3865
329941,10.0,0.06,29.7,6.7,0.008,8.0,0.027,0.26,-31.771737,123.386624
329942,9.0,0.01,13.4,4.7,0.003,6.7,0.0025,0.09,-31.773506,123.386621
329943,23.0,0.08,20.0,6.0,0.002,8.3,0.015,0.12,-31.775311,123.386501
329944,20.0,0.04,18.9,4.8,0.003,6.7,0.007,0.09,-31.777115,123.386562
329945,18.0,0.06,21.7,5.5,0.004,7.9,0.013,0.1,-31.778964,123.386591
329946,21.0,0.12,20.9,5.4,0.003,7.8,0.013,0.1,-31.780769,123.386524
329947,15.0,0.02,21.5,5.6,0.002,10.0,0.009,0.11,-31.782582,123.386542
329948,21.0,0.24,17.8,4.7,0.002,6.4,0.015,0.09,-31.78435,123.386571
329949,21.0,0.08,18.0,4.8,0.002,6.8,0.016,0.09,-31.786155,123.386547
329950,18.0,0.16,14.6,6.5,0.002,9.6,0.014,0.11,-31.787977,123.386649
329951,19.0,0.08,17.7,6.0,0.002,8.9,0.018,0.12,-31.787977,123.386649
329952,16.0,0.2,28.7,3.3,0.005,4.9,0.011,0.1,-31.789737,123.38654
329953,13.0,0.04,40.2,2.9,0.006,4.7,0.008,0.08,-31.791586,123.386654
329954,18.0,0.3,21.3,4.6,0.004,6.2,0.016,0.11,-31.793372,123.386587
329955,14.0,0.17,16.4,4.2,0.004,5.2,0.013,0.09,-31.795204,123.386648
329956,10.0,0.02,31.9,4.6,0.007,5.7,0.012,0.08,-31.797026,123.386655
329957,16.0,0.02,27.1,4.4,0.004,6.1,0.016,0.11,-31.798719,123.384571
329958,9.0,0.04,27.2,2.8,0.007,4.1,0.011,0.09,-31.79696,123.384489
329959,13.0,0.14,13.6,5.5,0.002,8.8,0.025,0.09,-31.795111,123.384524
329960,11.0,0.07,22.4,3.6,0.008,5.6,0.015,0.1,-31.793325,123.384474
329961,15.0,0.09,16.6,4.6,0.003,6.5,0.017,0.11,-31.791538,123.384636
329962,14.0,0.04,35.1,3.2,0.003,5.3,0.012,0.1,-31.789752,123.384586
329963,6.0,0.01,35.1,2.0,0.005,2.3,0.007,0.05,-31.78792,123.384505
329964,9.0,0.01,24.1,5.5,0.007,5.5,0.011,0.1,-31.786116,123.384487
329965,21.0,0.04,27.7,3.7,0.004,5.4,0.015,0.1,-31.784348,123.384458
329966,19.0,0.06,19.4,4.0,0.003,6.6,0.019,0.11,-31.782498,123.38444
329967,9.0,0.01,12.7,4.2,0.002,8.3,0.014,0.09,-31.780721,123.384496
329968,16.0,0.05,21.1,4.2,0.002,5.2,0.014,0.07,-31.778943,123.384489
329969,18.0,0.06,19.7,3.9,0.003,5.7,0.015,0.1,-31.777103,123.384534
329970,20.0,0.03,21.5,4.4,0.004,6.3,0.016,0.1,-31.775317,123.384294
329971,22.0,0.34,18.8,4.2,0.002,5.7,0.018,0.1,-31.773567,123.384393
329972,20.0,0.11,19.6,4.2,0.002,5.5,0.018,0.09,-31.771609,123.384279
329973,16.0,0.02,25.2,4.3,0.002,7.5,0.014,0.09,-31.769876,123.384441
329974,12.0,0.07,31.9,11.3,0.009,5.7,0.023,0.15,-31.768099,123.384349
329975,11.0,0.01,23.8,4.2,0.004,6.9,0.014,0.09,-31.766304,123.384458
329976,15.0,0.04,23.9,4.6,0.005,6.0,0.019,0.12,-31.764509,123.384345
329977,10.0,0.01,21.4,4.4,0.012,6.4,0.016,0.1,-31.762704,123.384422
329978,7.0,0.01,23.1,2.2,0.013,3.0,0.008,0.07,-31.764569,123.382275
329979,13.0,0.05,24.8,3.9,0.009,5.0,0.015,0.11,-31.766301,123.382293
329980,13.0,0.06,24.0,3.6,0.01,4.9,0.017,0.11,-31.766301,123.382293
329981,25.0,0.24,27.6,8.8,0.003,8.9,0.043,0.17,-31.76816,123.38229
329982,10.0,0.06,21.1,3.4,0.004,4.4,0.014,0.1,-31.769919,123.382255
329983,6.0,0.06,23.6,2.5,0.009,3.2,0.008,0.06,-31.771813,123.382389
329984,11.0,0.05,19.5,3.7,0.004,4.3,0.01,0.12,-31.7735,123.382438
329985,6.0,0.05,23.0,2.5,0.015,8.7,0.01,0.06,-31.775359,123.382372
329986,16.0,0.06,26.7,2.8,0.006,5.1,0.009,0.09,-31.777164,123.382295
329987,22.0,0.09,16.8,4.8,0.002,6.5,0.019,0.09,-31.778986,123.382324
329988,19.0,0.27,20.6,3.5,0.003,5.5,0.013,0.1,-31.78079,123.382395
329989,22.0,0.11,22.5,4.5,0.003,6.6,0.015,0.09,-31.78255,123.382391
329990,28.0,0.03,23.7,6.4,0.002,7.5,0.015,0.1,-31.784363,123.382409
329991,21.0,0.1,23.3,3.5,0.005,5.5,0.011,0.11,-31.786176,123.382396
329992,14.0,0.005,31.6,4.0,0.002,5.9,0.01,0.08,-31.787954,123.382392
329993,18.0,0.13,23.1,3.5,0.003,5.6,0.011,0.1,-31.789848,123.382442
329994,19.0,0.1,19.6,3.1,0.004,5.3,0.012,0.09,-31.791626,123.382407
329995,18.0,0.26,17.3,3.6,0.004,7.5,0.013,0.09,-31.793439,123.382404
329996,17.0,0.12,15.9,7.0,0.003,11.2,0.021,0.08,-31.795279,123.382444
329997,16.0,0.05,16.4,4.0,0.0025,7.3,0.019,0.06,-31.797066,123.382409
329998,20.0,0.2,33.9,7.8,0.006,12.8,0.024,0.07,-31.798825,123.382427
329999,15.0,0.09,15.7,3.7,0.0025,7.0,0.015,0.08,-31.800627,123.380268
330000,13.0,0.05,13.7,2.9,0.0025,6.1,0.014,0.08,-31.798804,123.380345
330001,22.0,0.05,16.5,8.0,0.003,12.1,0.027,0.07,-31.796982,123.380359
330002,17.0,0.12,16.2,3.9,0.004,7.1,0.014,0.09,-31.795169,123.380246
330003,11.0,0.01,44.1,2.0,0.007,3.7,0.006,0.08,-31.7934,123.38027
330004,22.0,0.13,27.7,3.1,0.004,6.6,0.011,0.09,-31.791506,123.380231
330005,26.0,0.1,27.9,3.7,0.003,6.7,0.015,0.08,-31.789828,123.380256
330006,25.0,0.15,26.1,3.7,0.004,6.9,0.015,0.08,-31.787969,123.380227
330007,26.0,0.11,27.8,3.7,0.004,7.3,0.015,0.08,-31.786165,123.380262
330008,28.0,0.14,27.3,5.4,0.002,8.6,0.02,0.08,-31.784297,123.380212
330009,29.0,0.23,31.7,4.2,0.003,7.4,0.016,0.08,-31.78252,123.380141
330010,24.0,0.03,30.4,4.6,0.002,9.1,0.02,0.09,-31.780688,123.380229
330011,22.0,0.37,20.7,4.3,0.002,7.9,0.019,0.06,-31.778965,123.380222
330012,10.0,0.03,26.1,2.9,0.003,8.9,0.008,0.08,-31.777116,123.380172
330013,14.0,0.17,16.5,4.3,0.004,7.5,0.017,0.025,-31.775276,123.380112
330014,15.0,0.04,26.6,6.1,0.007,8.2,0.019,0.05,-31.773561,123.380231
330015,23.0,0.08,23.2,9.0,0.003,10.4,0.026,0.05,-31.771693,123.380256
330016,11.0,0.06,36.3,9.3,0.004,12.2,0.045,0.13,-31.769971,123.380143
330017,12.0,0.02,31.4,2.4,0.01,4.7,0.008,0.1,-31.768148,123.380157
330018,15.0,0.07,16.6,7.8,0.008,9.1,0.027,0.07,-31.769941,123.378073
330019,16.0,0.05,17.2,7.2,0.007,8.8,0.025,0.07,-31.769941,123.378073
330020,16.0,0.03,18.6,6.9,0.006,8.4,0.032,0.08,-31.771745,123.378101
330021,11.0,0.02,10.8,4.1,0.003,5.7,0.017,0.07,-31.773522,123.378056
330022,21.0,0.05,17.2,8.6,0.003,10.5,0.029,0.05,-31.77539,123.378074
330023,8.0,0.01,37.2,2.3,0.014,7.4,0.007,0.09,-31.777203,123.378155
330024,7.0,0.02,31.7,2.1,0.0025,4.5,0.007,0.08,-31.778999,123.378089
330025,19.0,0.09,26.9,3.3,0.003,6.5,0.014,0.08,-31.780812,123.378043
330026,20.0,0.07,27.3,4.0,0.001,6.6,0.013,0.06,-31.782562,123.378219
330027,20.0,0.04,19.8,2.9,0.002,4.8,0.013,0.07,-31.784349,123.378184
330028,25.0,0.08,32.5,4.1,0.004,8.0,0.019,0.09,-31.786252,123.378255
330029,18.0,0.03,21.1,3.8,0.002,8.4,0.014,0.07,-31.788003,123.378104
330030,10.0,0.01,32.1,8.1,0.004,20.9,0.012,0.2,-31.789798,123.378154
330031,14.0,0.02,19.0,2.5,0.003,8.8,0.01,0.05,-31.791575,123.378108
330032,11.0,0.01,30.0,3.6,0.003,12.4,0.012,0.07,-31.793416,123.378147
330033,15.0,0.04,21.3,3.6,0.009,7.7,0.017,0.1,-31.795238,123.378155
330034,17.0,0.09,22.9,4.1,0.007,8.2,0.021,0.07,-31.796997,123.378162
330035,15.0,0.05,15.4,5.2,0.003,8.6,0.021,0.05,-31.798829,123.378254
330036,19.0,0.03,19.7,6.0,0.007,10.4,0.022,0.08,-31.800561,123.378208
330037,13.0,0.02,31.1,4.3,0.003,9.8,0.012,0.08,-31.802492,123.378131
330038,16.0,0.02,19.4,3.0,0.0025,5.2,0.012,0.09,-31.804248,123.376089
330039,17.0,0.03,16.7,4.4,0.0025,7.9,0.017,0.11,-31.80248,123.376103
330040,10.0,0.02,30.3,2.2,0.004,6.6,0.009,0.07,-31.800658,123.376011
330041,17.0,0.03,19.0,4.3,0.008,8.8,0.019,0.11,-31.798862,123.376078
330042,15.0,0.06,16.5,4.2,0.006,6.4,0.022,0.06,-31.797022,123.376091
330043,8.0,0.02,35.4,1.5,0.008,3.4,0.006,0.08,-31.795199,123.37601
330044,12.0,0.01,36.2,2.6,0.002,7.6,0.009,0.09,-31.79335,123.376024
330045,12.0,0.02,19.2,3.2,0.006,6.4,0.014,0.08,-31.791617,123.376091
330046,13.0,0.02,37.8,3.7,0.003,10.0,0.012,0.09,-31.789795,123.37602
330047,21.0,0.02,29.9,3.5,0.006,7.5,0.014,0.09,-31.788,123.375992
330048,20.0,0.03,30.3,3.5,0.006,7.7,0.015,0.08,-31.788,123.375992
330049,15.0,0.01,17.0,3.1,0.002,5.8,0.014,0.07,-31.786213,123.376005
330050,19.0,0.43,27.4,2.9,0.006,6.5,0.013,0.08,-31.784292,123.375892
330051,17.0,0.04,19.7,3.5,0.003,6.7,0.014,0.08,-31.782632,123.37598
330052,8.0,0.04,27.1,2.7,0.009,5.8,0.01,0.1,-31.780827,123.376005
330053,5.0,0.04,33.6,1.4,0.012,3.0,0.0025,0.09,-31.778969,123.376061
330054,13.0,0.03,20.0,5.7,0.0025,7.8,0.02,0.05,-31.777146,123.376022
330055,14.0,0.03,24.3,3.3,0.009,7.8,0.013,0.11,-31.775315,123.376004
330056,12.0,0.03,16.1,3.3,0.0025,5.5,0.016,0.09,-31.77361,123.375976
330057,6.0,0.02,41.6,1.3,0.008,4.0,0.0025,0.07,-31.771814,123.375947
330058,15.0,0.12,16.0,3.5,0.0025,7.5,0.015,0.11,-31.773535,123.373926
330059,9.0,0.01,31.3,2.7,0.003,9.1,0.009,0.09,-31.775348,123.373828
330060,16.0,0.03,15.8,4.2,0.004,6.0,0.023,0.05,-31.777216,123.37391
330061,8.0,0.02,15.3,3.4,0.009,6.4,0.013,0.07,-31.779056,123.373938
330062,13.0,0.06,16.4,6.8,0.006,9.2,0.022,0.05,-31.78077,123.373913
330063,11.0,0.03,17.5,5.3,0.007,10.1,0.021,0.05,-31.782557,123.37391
330064,9.0,0.06,30.7,2.6,0.003,4.0,0.012,0.07,-31.784415,123.373928
330065,19.0,0.12,10.9,4.2,0.002,7.2,0.021,0.06,-31.78622,123.373914
330066,19.0,0.04,26.9,3.6,0.004,7.1,0.015,0.07,-31.787997,123.373911
330067,17.0,0.09,18.0,4.1,0.002,7.7,0.02,0.06,-31.789846,123.373982
330068,10.0,0.03,37.3,2.8,0.003,5.2,0.01,0.05,-31.791687,123.373936
